ID,Basic data and indicators,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
688,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
688,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
891,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
891,Overnights visitors (tourists),,TCE,228,301,298,283,152,239,351,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
891,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
891,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
690,Total arrivals,,VF,127,142,136,134,130,140,138,135,127,126,135,151,171,173,178,191,210,216,237,239,296,333,382,405,428,125,183,339
690,Overnights visitors (tourists),,TF,121,131,130,128,125,130,130,132,122,121,129,141,161,159,158,175,194,208,230,233,276,303,350,362,384,115,183,332
690,Same-day visitors (excursionists),,,6,11,6,6,5,10,8,3,5,5,6,10,10,14,20,16,16,8,7,6,20,30,32,43,44,20,..,7
690,of which cruise passengers,,,6,11,6,6,5,10,8,3,5,5,6,10,10,14,20,16,16,8,7,6,20,30,32,43,44,20,..,7
694,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75,95,53,31,60,59,66,71,26,44,..
694,Overnights visitors (tourists),1/,TF,13.8,21.9,7.5,12.9,10.6,15.8,24.1,28.4,38.1,43.6,40,33.7,32.2,36,37,39,52,60,81,44,24,55,51,57,63,24,40,..
694,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15,14,9,7,5,8,9,8,2,4,..
694,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1,2,1,2,2,2,2,3,1,2,..
702,Total arrivals,,VF,7137,7292,7198,6242,6958,7691,7522,7567,6127,8329,8943,9751,10285,10116,9683,11642,13171,14496,15568,15095,15232,16403,17425,18508,19116,2742,330,6306
702,Overnights visitors (tourists),,TF,6070,6048,5894,5122,5604,6062,5857,5855,4703,6553,7079,7588,7957,7778,7488,9161,10390,11098,11899,11864,12052,12913,13903,14673,15119,2086,325,5344
702,Same-day visitors (excursionists),,,1067,1244,1304,1120,1354,1629,1665,1712,1424,1776,1864,2163,2328,2338,2194,2481,2781,3398,3669,3231,3180,3490,3521,3835,3997,657,5,961
702,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
658,Total arrivals,,VF,25,24,25,25,25,27,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
658,Overnights visitors (tourists),1/,TF,8.8,8.2,8.5,8.6,9.2,9.1,9.7,9.8,10.5,11.1,10.4,9.6,11.6,11.8,12,11.4,..,..,..,..,..,..,..,..,..,..,..,..
658,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
658,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
663,Total arrivals,,VF,1024,1022,1325,1339,1061,1300,1271,1436,1600,1823,1956,1890,1891,1821,1655,1956,2080,2210,2253,2502,2407,2197,1640,1775,1952,542,482,1217
663,Overnights visitors (tourists),1/,TF,460,365,439,458,445,432,403,381,428,475,468,468,469,475,440,443,424,457,467,500,505,528,402,178,320,106,249,373
663,Same-day visitors (excursionists),,,564,657,886,881,616,868,868,1055,1172,1348,1488,1422,1422,1346,1215,1513,1656,1753,1786,2002,1902,1669,1238,1597,1632,436,233,844
663,of which cruise passengers,,,564,657,886,881,616,868,868,1055,1172,1348,1488,1422,1422,1346,1215,1513,1656,1753,1786,2002,1902,1669,1238,1597,1632,436,233,844
703,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12583,11556,14936,17376,15406,15299,16086,..,..,..
703,Overnights visitors (tourists),1/,TF,903,951,814,896,975,1053,1219,1399,1387,1401,1515,1612,1685,1767,1298,1327,1460,1528,4291,3998,4869,5734,5546,5453,5630,..,..,..
703,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8292,7558,10067,11642,9860,9846,10456,..,..,..
703,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
705,Total arrivals,,VF,63674,71876,76568,65587,60009,63580,61878,60031,59388,63013,60230,58274,61293,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
705,Overnights visitors (tourists),1/,TCE,732,832,974,977,884,1090,1219,1302,1373,1499,1555,1617,1751,1958,1824,2049,2236,2377,2502,2675,3022,3397,3991,4425,4702,1216,1832,3936
705,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
705,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
90,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
90,Overnights visitors (tourists),1/,TF,12,10,14,16,..,5,..,..,7,6,9,12,14,16,18,21,23,24,24,20,22,23,26,28,29,4,0.7,..
90,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,1,1,1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
90,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
706,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
706,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
706,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
706,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
710,Total arrivals,,VF,4684,5186,5170,5898,6026,6001,5908,6550,6640,6815,7518,8509,9208,9729,9532,11303,12097,13069,14318,14530,13952,15121,14975,15004,14797,3887,2664,7342
710,Overnights visitors (tourists),,TF,4488,4915,4976,5732,5890,5872,5787,6430,6505,6678,7369,8396,9091,9592,7012,8074,8339,9188,9537,9549,8904,10044,10285,10472,10228,2802,2256,5698
710,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2520,3229,3758,3881,4781,4980,5048,5077,4690,4532,4569,1084,408,1644
710,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
728,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
728,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
728,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
728,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
724,Total arrivals,,VF,52460,55077,62415,68068,72040,74580,75564,79313,82326,85981,92563,96152,98907,97670,91899,93744,99187,98128,103231,107144,109834,115561,121717,124456,126170,36410,51631,104968
724,Overnights visitors (tourists),,TF,32971,34027,39553,41892,45440,46403,48565,50331,50854,52430,55914,58004,58666,57192,52178,52677,56177,57464,60675,64939,68175,75315,81869,82808,83509,18933,31181,71659
724,Same-day visitors (excursionists),,,19489,21050,22862,26176,26599,28177,26998,28983,31472,33551,36649,38148,40241,40478,39722,41067,43010,40664,42555,42206,41659,40246,39849,41647,42661,17477,20450,33309
724,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3047,2924,3085,3564,..,479,2541
144,Total arrivals,,VF,414,315,384,409,465,445,397,457,583,681,669,689,592,526,538,766,976,1133,1415,1665,1993,2168,2248,2521,2027,540,195,759
144,Overnights visitors (tourists),1/,TF,403,302,366,381,436,400,337,393,501,566,549,560,494,438,448,654,856,1006,1275,1527,1798,2051,2116,2334,1914,508,194,720
144,Same-day visitors (excursionists),,,11,13,18,28,28,45,60,64,82,115,120,129,98,88,90,112,120,127,140,138,195,117,131,187,113,32,0.6,38.8
144,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
275,Total arrivals,,VF,..,795,685,767,907,1055,..,..,..,..,..,..,928,1487,1740,2821,2730,3051,2874,2907,2054,2231,3192,3429,4232,1000,..,..
275,Overnights visitors (tourists),1/,THS,..,220,210,200,300,310,43,33,37,56,88,123,264,387,396,522,449,490,545,556,432,400,929,985,1110,170,..,..
275,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,664,1100,1344,2299,2281,2561,2329,2351,1622,1831,2263,2444,3122,830,..,..
275,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
736,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
736,Overnights visitors (tourists),1/,TF,29,38,30,36,39,38,50,52,52,61,246,328,436,440,420,495,536,575,591,684,741,800,813,836,..,..,..,..
736,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
736,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
740,Total arrivals,,VF,69,74,78,70,72,72,68,..,100,..,..,154,167,151,151,206,221,240,250,253,229,257,279,..,..,..,..,..
740,Overnights visitors (tourists),1/,TF,43,53,61,55,57,57,54,60,82,138,161,154,167,151,151,205,220,240,249,252,228,256,278,..,..,..,..,..
740,Same-day visitors (excursionists),,,26,21,17,15,15,15,14,..,17,..,..,0.3,0.4,0.3,0.3,0.5,0.3,0.3,0.7,0.8,0.8,0.9,0.9,..,..,..,..,..
740,of which cruise passengers,,,26,21,17,15,15,15,14,..,17,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
752,Total arrivals,1/ 2/,VF,..,..,..,..,..,..,7432,7457,7627,..,..,..,..,..,..,..,19405,20011,18803,19945,..,..,..,..,..,..,..,..
752,Overnights visitors (tourists),2/ 3/,TCE,2310,2376,2388,2573,2595,3828,4108,4276,4268,4676,4883,4729,5224,4555,4899,5183,11567,12372,10980,10522,6482,6782,7054,7440,7616,1957,2990,6629
752,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7838,7639,7823,9423,..,..,..,..,..,..,..,..
752,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,223,335,443,467,..,..,..,..,..,..,..,..
756,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
756,Overnights visitors (tourists),1/,TCE,6946,6730,7039,7185,7154,7821,7455,6868,6530,..,7229,7863,8448,8608,8294,8628,8534,8566,8967,9158,9305,10402,11133,11715,11818,3690,4390,9160
756,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
756,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
760,Total arrivals,1/,VF,2253,2435,2332,2464,2682,3412,3671,4678,4837,6334,5859,5682,5434,6951,7721,10970,6476,..,..,..,..,1043,1291,1802,2424,479,661,..
760,Overnights visitors (tourists),2/,TCE,815,830,891,1267,1386,2100,2192,2661,2598,3399,3571,4231,4158,5430,6092,8546,5070,..,..,..,..,..,..,..,..,..,..,..
760,Same-day visitors (excursionists),,,10,9,10,11,1296,1312,1479,2017,2239,2935,2288,1451,1276,1521,1629,2424,1406,..,..,..,..,..,..,..,..,..,..,..
760,of which cruise passengers,,,10,9,10,11,12,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
158,Total arrivals,1/,VF,2332,2358,2372,2299,2411,2624,2831,2978,2248,2950,3378,3520,3716,3845,4395,5567,6087,7311,8016,9910,10440,10690,10740,11067,11864,1378,140,896
158,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
158,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
158,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
762,Total arrivals,,VF,..,0.7,2.1,3.2,4.5,7.7,5.2,..,..,..,..,..,..,325,207,160,183,244,208,213,414,344,431,1035,1257,351,296,..
762,Overnights visitors (tourists),,TF,..,..,..,..,1.6,3.8,3.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
762,Same-day visitors (excursionists),,,..,..,..,..,2.9,3.9,1.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
762,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
834,Total arrivals,,VF,295,326,360,482,627,501,525,575,576,583,613,644,719,770,714,783,868,1077,1096,1140,1137,1284,1327,1506,1527,621,1027,..
834,Overnights visitors (tourists),,TF,285,315,347,450,564,459,501,550,552,566,590,622,692,750,695,754,843,1043,1063,1113,1104,1233,1275,1378,1443,592,923,1455
834,Same-day visitors (excursionists),1/,,10,11,13,32,63,42,24,25,24,17,23,22,27,20,19,29,25,34,33,27,33,51,52,128,84,29,104,..
834,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
764,Total arrivals,,VF,..,7434,7530,8204,9151,10096,10751,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
764,Overnights visitors (tourists),1/,TF,6952,7244,7294,7843,8651,9579,10133,10873,10082,11737,11567,13822,14464,14584,14150,15936,19230,22354,26547,24810,29923,32530,35592,38178,39916,6725,511,..
764,Same-day visitors (excursionists),,,..,189,236,361,500,517,618,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
764,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
626,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
626,Overnights visitors (tourists),1/,TF,..,..,..,..,..,..,..,..,..,..,..,14,22,36,44,40,51,58,79,60,62,66,74,75,81,18,6,..
626,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
626,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
768,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
768,Overnights visitors (tourists),1/,THS,53,58,92,69,70,60,57,58,61,83,81,94,86,74,150,202,300,235,327,282,273,338,514,573,876,482,..,..
768,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2,0.9,1,1,1,..,..,..,..,..
768,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
776,Total arrivals,,VF,33,31,29,35,44,43,38,45,51,51,60,54,65,65,75,65,68,57,60,66,73,87,87,77,94,12,0,22
776,Overnights visitors (tourists),1/,TF,29,27,26,27,31,35,32,37,40,41,42,39,46,50,46,47,46,47,48,50,54,59,63,54,67,9,0.2,18.4
776,Same-day visitors (excursionists),,,4,4,3,8,13,8,6,8,11,10,18,15,19,15,29,18,22,10,12,15,19,28,24,23,27,3,..,4
776,of which cruise passengers,2/,,4,4,3,8,13,8,6,8,11,10,18,15,19,15,29,18,22,10,12,15,19,28,24,23,27,3,..,4
780,Total arrivals,,VF,282,317,360,377,421,503,468,451,474,501,529,534,531,482,534,490,491,504,467,459,522,498,470,508,482,141,41,253
780,Overnights visitors (tourists),1/,TF,260,266,324,334,358,399,383,384,409,443,463,461,449,437,419,388,431,455,434,413,440,410,395,376,389,95,41,227
780,Same-day visitors (excursionists),,,22,51,36,43,63,104,85,67,65,58,66,73,82,45,115,102,60,49,33,46,82,88,75,132,93,46,1,27
780,of which cruise passengers,,,22,51,36,43,63,104,85,67,65,58,66,73,82,45,115,102,60,49,33,43,80,83,70,126,91,46,..,26
788,Total arrivals,,VF,4186,3986,4392,4831,5000,5244,5663,5322,5492,6419,6975,7176,7512,7750,8507,8640,6038,..,..,..,..,..,..,..,..,..,..,..
788,Overnights visitors (tourists),1/,TF,4120,3885,4263,4718,4832,5058,5387,5064,5114,5998,6378,6550,6762,7050,7797,7828,5746,6999,7352,7163,5359,5724,7052,8299,9429,2012,2475,6441
788,Same-day visitors (excursionists),,,66,101,129,113,168,186,276,258,378,421,597,626,750,700,710,812,292,..,..,..,..,..,..,..,..,..,..,..
788,of which cruise passengers,,,66,101,129,113,168,186,276,258,378,421,597,626,750,700,710,812,292,..,..,..,..,..,..,..,..,..,..,..
792,Total arrivals,1/,VF,7727,8614,9689,9753,7487,10428,11619,13256,14030,17517,21125,19820,27215,31138,31760,32997,36769,37715,39861,41627,41114,30907,37970,46113,51747,15971,30039,51388
792,Overnights visitors (tourists),1/,TF,7083,7966,9040,8960,6893,9586,10783,12790,13341,16826,20273,18916,26122,29792,30187,31364,34654,35698,37795,39811,39478,30289,37601,45768,51192,15894,29925,50453
792,Same-day visitors (excursionists),2/,,644,648,649,793,594,842,836,466,689,691,852,903,1093,1346,1573,1633,2115,2017,2066,1816,1636,618,369,345,555,77,114,935
792,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
795,Total arrivals,,VF,233,282,332,380,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
795,Overnights visitors (tourists),,TF,218,217,257,300,..,3.4,5.2,10.8,8.2,14.8,11.6,5.6,8.2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
795,Same-day visitors (excursionists),,,15,65,75,80,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
795,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
796,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,757,865,899,1010,968,1069,1330,1316,1296,1243,1463,1599,370,432,..
796,Overnights visitors (tourists),,TF,79,88,93,111,121,152,166,155,164,173,176,248,265,352,351,281,354,292,291,358,386,449,416,441,487,165,405,..
796,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,405,514,618,656,677,779,972,930,847,827,1022,1112,206,27,..
796,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,405,514,618,656,677,779,972,930,847,827,1022,1112,206,27,..
798,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
798,Overnights visitors (tourists),1/,TF,0.9,1,1,1,1.1,1.1,1.1,1.3,1.4,1.3,1.1,1.1,1.1,1.7,1.6,1.7,1.2,1.1,1.3,1.4,2.4,2.5,2.5,3.1,3.7,0.6,0.04,0.24
798,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
798,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
800,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
800,Overnights visitors (tourists),,TF,160,174,175,195,189,193,205,254,305,512,468,539,642,844,807,946,1151,1197,1206,1266,1303,1323,1402,1506,1543,473,513,..
800,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
800,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
804,Total arrivals,,VF,6127,6750,14743,12003,10990,11691,11877,12793,15161,18583,20489,21714,26162,28827,24033,24114,24535,25061,26025,13227,13025,13734,14579,14342,13710,3382,4272,2307
804,Overnights visitors (tourists),,TF,3716,3854,7558,6208,4232,6431,9174,10517,12514,15629,17631,18936,23122,25449,20798,21203,21415,23013,24671,12712,12428,13333,14230,14104,13438,3141,3973,2173
804,Same-day visitors (excursionists),,,2411,2896,7185,5795,6758,5260,2703,2276,2647,2954,2858,2778,3040,3378,3235,2911,3120,2048,1354,516,597,401,349,238,273,241,299,134
804,of which cruise passengers,,,73,70,47,64,65,68,58,61,91,36,35,38,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
784,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19313,20894,21805,23092,25282,8084,12784,..
784,Overnights visitors (tourists),1/,TCE,2315,2572,2476,2991,3393,3907,4134,5445,5871,6195,7126,..,..,..,..,..,..,..,..,16232,16842,18143,19168,20214,21561,7165,11479,..
784,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2471,2751,2637,2878,3721,919,1305,..
784,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,58,54,50,50,48,40,26,..
826,Total arrivals,1/,VF,23537,25163,25515,25745,25394,25209,22835,24180,24715,27755,29970,32713,32778,31888,31072,30398,31886,32221,33567,35337,36792,39129,41080,40283,40857,11101,6384,31244
826,Overnights visitors (tourists),,TF,21719,22936,23215,23710,23341,23212,20982,22307,22787,25678,28039,30654,30870,30142,29357,28911,30384,30411,31946,33604,35149,37358,39543,38664,39418,10714,6287,30741
826,Same-day visitors (excursionists),,,1818,2227,2300,2035,2053,1997,1853,1873,1928,2077,1931,2059,1908,1746,1715,1487,1502,1810,1621,1733,1643,1771,1538,1619,1439,387,97,503
826,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
840,Total arrivals,,VF,79732,82756,82525,74767,75796,78343,70975,64434,62082,67606,71484,183178,175299,175703,160508,162275,147271,171630,179310,178311,176865,175261,174292,169325,165478,44792,66594,..
840,Overnights visitors (tourists),1/,TF,43318,46489,47767,46377,48689,51238,46927,43581,41218,46086,49206,50977,56135,58007,55103,60010,63477,66967,71643,75379,77774,76407,77187,79746,79442,19212,22280,50870
840,Same-day visitors (excursionists),2/,,36414,36267,34758,28390,27107,27105,24048,20853,20864,21520,22278,132201,119164,117696,105405,102265,83794,104663,107667,102932,99091,98854,97105,89579,86036,25580,44493,..
840,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
850,Total arrivals,,VF,1741,1779,2128,2139,1964,2396,2497,2337,2395,2620,2602,2571,2606,2435,2245,2531,2686,2640,2702,2814,2643,2574,1954,1922,2074,862,1072,..
850,Overnights visitors (tourists),,TF,454,373,393,422,484,546,527,520,538,563,594,571,587,574,563,572,567,619,590,615,642,667,535,381,514,303,685,..
850,Same-day visitors (excursionists),,,1287,1406,1735,1717,1481,1850,1970,1817,1857,2057,2009,2000,2019,1861,1682,1959,2119,2021,2111,2199,2001,1906,1419,1541,1560,559,388,..
850,of which cruise passengers,,,1171,1316,1619,1616,1404,1768,1891,1739,1774,1965,1913,1903,1918,1757,1582,1859,2009,1904,1999,2084,1879,1777,1304,1431,1433,442,246,..
858,Total arrivals,,VF,2177,2258,2463,2324,2273,2236,2136,1354,1508,1871,1917,1824,1815,2255,2303,2708,3244,3155,3242,3195,3286,3632,4219,3954,3480,..,234,..
858,Overnights visitors (tourists),,TF,2022,2152,2316,2163,2073,1968,1892,1258,1420,1756,1808,1749,1753,1938,2055,2353,2857,2695,2683,2682,2773,3037,3674,3469,3059,..,..,..
858,Same-day visitors (excursionists),,,155,106,147,161,200,268,245,95,88,115,109,75,62,317,248,355,387,460,559,513,513,595,545,485,421,..,..,..
858,of which cruise passengers,,,..,..,..,..,..,..,64,..,..,..,..,..,..,257,206,300,284,319,428,385,321,305,278,242,260,..,..,..
860,Total arrivals,,VF,92,173,960,811,487,302,345,332,231,262,242,560,903,1069,1215,975,1393,1895,1969,1862,1918,2027,2690,5346,6749,1504,1881,5233
860,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
860,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
860,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
548,Total arrivals,,VF,82,103,81,78,96,106,106,99,102,99,126,154,167,197,226,238,249,321,357,329,287,352,333,350,256,82,..,65
548,Overnights visitors (tourists),,TF,44,46,50,52,51,58,53,49,50,61,62,68,81,91,101,97,94,108,110,109,90,95,109,116,121,22,..,30
548,Same-day visitors (excursionists),,,38,57,31,26,45,48,53,50,52,38,64,86,86,106,125,141,155,213,247,220,197,256,224,235,135,60,..,35
548,of which cruise passengers,,,37,56,30,25,45,48,53,50,52,38,64,86,86,106,125,141,155,213,247,220,197,256,224,235,135,60,..,35
862,Total arrivals,,VF,879,960,933,813,702,602,792,590,435,618,846,883,898,702,567,535,625,1061,1085,967,882,681,429,..,..,..,..,..
862,Overnights visitors (tourists),,TF,700,759,814,685,587,469,584,432,337,486,706,748,756,699,562,526,595,988,986,857,789,601,427,..,..,..,..,..
862,Same-day visitors (excursionists),,,179,201,119,128,115,133,208,158,98,132,140,135,142,3,5,9,30,73,99,110,93,80,2,..,..,..,..,..
862,of which cruise passengers,,,..,..,..,..,115,133,208,158,98,132,140,135,142,3,5,9,30,73,99,110,93,80,2,..,..,..,..,..
704,Total arrivals,1/,VF,1351,1607,1716,1520,1782,2140,2330,2628,2429,2928,3477,3583,4229,4236,3747,5050,6014,6848,7572,7874,7944,10013,12922,15498,18009,3837,157,3661
