ID,Basic data and indicators,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
348,Overnights visitors (tourists),,TF,2878,2979,2887,2871,2789,2992,3070,3013,2948,12212,9979,9259,8638,8814,9058,9510,10250,10353,10624,12140,14316,15255,15785,17552,16937,7417,7929,12649
348,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,21722,26194,29059,30741,30740,31565,30394,31054,33212,32987,33844,34029,37635,39176,40115,44460,24224,28758,33694
348,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,518,428,232,179,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
352,Total arrivals,,VF,211,223,223,255,281,328,329,315,348,405,429,477,539,561,563,559,628,765,900,1102,1389,1891,2353,2488,2202,488,717,..
352,Overnights visitors (tourists),,TF,190,201,202,232,263,303,301,285,317,360,374,422,485,502,494,489,566,673,807,997,1289,1792,2225,2344,2013,486,698,..
352,Same-day visitors (excursionists),,,21,22,21,23,18,25,28,30,31,45,55,55,54,59,69,70,63,92,92,105,100,99,128,145,189,1,19,..
352,of which cruise passengers,,,21,22,21,23,18,25,28,30,31,45,55,55,54,59,69,70,63,92,92,105,100,99,128,145,189,1,19,..
356,Total arrivals,,VF,2143,2308,2395,2382,2508,2677,2591,2428,2774,3512,4038,4626,5244,5373,5295,5881,..,..,..,..,..,..,15543,17423,17914,6337,7010,14330
356,Overnights visitors (tourists),1/,TF,2124,2288,2374,2359,2482,2649,2537,2384,2726,3457,3919,4447,5082,5283,5168,5776,6309,6578,6968,13107,13284,14570,..,..,17754,6291,6989,..
356,Same-day visitors (excursionists),,,19,20,21,23,26,28,54,44,48,55,119,179,162,90,127,105,..,..,..,..,..,..,..,..,160,46,21,..
356,of which cruise passengers,,,19,20,21,23,26,28,54,44,48,55,119,179,162,90,127,105,..,..,..,..,..,..,..,..,13,2,1,..
360,Total arrivals,,VF,4324,5034,5185,4606,4728,5064,5153,5033,4467,5321,5002,4871,5506,6234,6324,7003,7650,8044,8802,9435,10407,11519,14040,15810,16107,4053,1558,5889
360,Overnights visitors (tourists),,TF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9963,11072,12948,13396,15455,3915,1546,..
360,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,444,447,1092,2414,652,137,11,..
360,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
364,Total arrivals,,VF,452,573,764,1008,1321,1342,1402,1585,1546,1659,1889,2735,2219,2034,2116,2938,3354,3834,4769,4968,5237,4942,4867,7295,9107,1550,989,4108
364,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,882,..
364,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,107,..
364,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
368,Total arrivals,,VF,61,51,15,45,30,78,127,..,..,..,..,..,..,864,1262,1518,1510,1111,892,..,..,..,..,..,..,..,..,..
368,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
368,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
368,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
372,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
372,Overnights visitors (tourists),1/,TF,4818,5289,5587,6064,6403,6646,6353,6476,6764,6953,7333,8001,8332,8026,7189,7134,7630,7550,8260,8813,9528,10100,10338,10926,10951,..,..,..
372,Same-day visitors (excursionists),,,..,245,336,364,344,345,344,305,334,349,367,424,422,551,479,439,489,478,595,776,894,1157,1205,1340,1450,..,..,..
372,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
376,Total arrivals,,VF,2530,2360,2295,2200,2566,2672,1219,862,..,1506,1916,1834,2294,3034,2740,3444,3362,3520,3540,3251,3109,3070,3863,4389,4905,887,402,2851
376,Overnights visitors (tourists),,TF,2215,2100,2010,1942,2312,2417,1196,862,1063,1506,1903,1825,2067,2572,2321,2803,2820,2886,2962,2927,2799,2900,3613,4121,4552,831,397,2675
376,Same-day visitors (excursionists),,,318,260,285,258,254,255,23,0.3,..,0.2,13,9,227,462,418,641,542,635,578,324,309,170,250,269,353,56,6,176
376,of which cruise passengers,,,318,260,285,258,254,255,23,0.3,..,0.2,13,9,26,46,68,169,237,251,257,88,95,75,54,46,94,12,..,113
380,Total arrivals,,VF,55706,59805,57998,58499,59521,62702,60960,63561,63026,58480,59230,66353,70271,70719,71692,73225,75866,76293,76762,77694,81068,84925,89931,93229,95399,38419,40186,74317
380,Overnights visitors (tourists),,TF,31052,34080,34692,34933,36516,41181,39563,39799,39604,37071,36513,41058,43654,42734,43239,43626,46119,46360,47704,48576,50732,52372,58253,61567,64513,25190,26888,49811
380,Same-day visitors (excursionists),2/,,24654,25726,23306,23567,23005,21522,21397,23762,23422,21409,22717,25295,26617,27985,28453,29599,29747,29933,29058,29118,30336,32552,31678,31661,30886,13229,13298,24506
380,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
388,Total arrivals,,VF,1752,1821,1904,1899,2013,2230,2117,2131,2483,2515,2615,3016,2880,2859,2753,2832,3077,3306,3274,3504,3692,3837,4276,4319,4234,1330,1535,3331
388,Overnights visitors (tourists),1/,TF,1147,1162,1192,1225,1248,1323,1277,1266,1350,1415,1479,1679,1701,1767,1831,1922,1952,1986,2008,2080,2123,2182,2353,2473,2681,880,1464,2478
388,Same-day visitors (excursionists),,,605,658,712,674,764,908,840,865,1133,1100,1136,1337,1180,1092,922,910,1125,1320,1265,1424,1569,1656,1923,1846,1553,449,71,852
388,of which cruise passengers,,,605,658,712,674,764,908,840,865,1133,1100,1136,1337,1180,1092,922,910,1125,1320,1265,1424,1569,1656,1923,1846,1553,449,71,852
392,Total arrivals,1/,VF,3345,3837,4218,4106,4438,4757,4772,5239,5212,6138,6728,7334,8347,8351,6790,8611,6219,8358,10364,13413,19737,24039,28691,31192,31882,4116,246,3832
392,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
392,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
392,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
400,Total arrivals,,VF,3277,3164,3068,3438,3231,2700,3034,4677,4600,5587,5817,6573,6529,7100,7085,8078,6813,6314,5389,5327,4809,4236,4565,4922,5361,1240,2359,5049
400,Overnights visitors (tourists),,TF,1075,1106,1132,1772,1790,1580,1672,2384,2353,2853,2987,3225,3431,3729,3789,4207,3960,4162,3945,3990,3761,3567,3844,4150,4488,1067,2012,4277
400,Same-day visitors (excursionists),,,7,16,15,1666,1441,1120,1362,2293,2247,2734,2831,3348,3098,3372,3295,3871,2853,2152,1444,1337,1048,669,722,772,872,173,347,772
400,of which cruise passengers,,,7,16,15,12,10,10,11,4,3,9,26,41,45,32,41,74,72,85,96,36,34,56,56,74,95,5,12,..
398,Total arrivals,,VF,..,202,284,257,394,1683,2693,3678,3237,4291,4365,4707,5311,4117,3774,4097,5685,6163,6841,6333,6430,6509,7701,8789,8515,2035,1330,4729
398,Overnights visitors (tourists),,TF,..,..,..,..,..,1471,1845,2832,2410,3073,3143,3468,3876,3005,2755,2991,4093,4437,4926,4560,..,..,..,..,..,..,..,..
398,Same-day visitors (excursionists),,,..,..,..,..,..,212,848,846,827,1218,1222,1239,1435,1112,1019,1106,1592,1726,1915,1773,..,..,..,..,..,..,..,..
398,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
404,Total arrivals,,VF,974,1003,1001,894,969,1037,994,1001,1146,1361,1479,1601,1817,1203,1490,1609,1823,1711,1520,1350,1181,1340,1449,2025,2049,568,870,1484
404,Overnights visitors (tourists),,TF,918,947,928,792,862,899,841,838,927,1199,1399,1464,1686,1141,1392,1470,1750,1619,1434,1261,1114,1268,1364,..,..,..,..,..
404,Same-day visitors (excursionists),,,56,56,72,102,107,138,153,163,219,162,80,137,131,62,98,139,73,92,86,89,66,72,85,..,..,..,..,..
404,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
296,Total arrivals,,VF,..,..,..,..,20,13,15,120,130,64,50,11,32,..,..,..,..,..,..,8.3,8.2,7.6,7.5,9,12,..,..,..
296,Overnights visitors (tourists),1/,TF,3.9,4.2,5.1,5.7,5.1,4.8,4.6,4.9,4.9,3.4,4.1,4.4,4.7,3.9,3.9,4.7,5.3,4.9,5.9,5,3.9,5.7,5.8,7.1,7.9,1.4,0.1,1.8
296,Same-day visitors (excursionists),,,..,..,..,..,15,9,10,115,125,61,46,6,28,..,..,..,..,..,..,3.3,4.3,1.9,1.7,1.9,4.1,..,..,..
296,of which cruise passengers,,,..,..,..,..,15,9,10,115,125,61,46,6,28,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
408,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
408,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
408,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
408,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
410,Total arrivals,1/,VF,3753,3684,3908,4250,4660,5322,5147,5347,4753,5818,6023,6155,6448,6891,7818,8798,9795,11140,12176,14202,13232,17242,13336,15347,17503,2519,967,3198
410,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
410,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,699,955,1046,2258,505,218,279,3,0,0
410,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,699,955,1046,2258,505,218,279,3,0,0
414,Total arrivals,,VF,1443,1565,1638,1763,1884,1944,2072,2316,2602,3056,3474,3899,4482,4736,5088,5208,5574,5729,6217,6528,6941,7055,7407,8508,8565,2161,1606,..
414,Overnights visitors (tourists),1/,THS,72,76,79,77,84,78,73,96,94,91,104,185,293,259,297,207,269,300,307,198,182,203,183,200,153,86,85,..
414,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
414,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
417,Total arrivals,,VF,..,..,..,290,165,173,199,183,342,398,319,766,1656,2379,2451,1224,3025,3393,4134,3791,4000,3853,4568,6947,8508,2079,3169,6901
417,Overnights visitors (tourists),,TF,36,42,87,59,48,59,99,140,..,..,..,185,243,304,283,259,337,348,415,413,402,321,421,423,235,69,144,346
417,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
417,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
418,Total arrivals,,VF,346,403,463,500,614,737,674,736,636,895,1095,1215,1624,1737,2008,2513,2724,3330,3779,4159,4684,4239,3869,4186,4791,886,..,..
418,Overnights visitors (tourists),,TF,60,93,193,200,259,191,173,215,196,407,672,842,1142,1295,1239,1670,1894,2291,2700,3164,3543,3315,3257,3770,4384,812,..,..
418,Same-day visitors (excursionists),,,286,310,270,300,355,546,501,521,440,488,423,373,482,442,769,843,830,1039,1079,995,1141,924,612,417,407,75,..,..
418,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
428,Total arrivals,1/,VF,1633,1750,1842,1788,1738,1882,2061,2297,2524,3127,3791,4649,5209,5496,4727,5042,5538,5569,5822,6246,6842,6797,7726,7775,8342,3204,1937,..
428,Overnights visitors (tourists),2/,TF,539,565,635,576,544,509,591,848,971,1079,1116,1535,1653,1684,1323,1373,1493,1435,1536,1843,2024,1793,1949,1946,1935,636,478,..
428,Same-day visitors (excursionists),2/,,..,1148,1189,1225,1174,1405,1448,1425,1499,1954,2658,3109,3583,3812,3404,3669,4045,4134,4286,4403,4818,5004,5777,5829,6408,2568,1459,..
428,of which cruise passengers,2/,,..,9,20,36,37,36,26,76,79,69,92,89,120,177,181,219,268,..,..,..,254,279,505,800,..,..,..,..
422,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
422,Overnights visitors (tourists),1/,TF,450,424,558,631,673,742,837,956,1016,1278,1140,1063,1017,1333,1844,2168,1655,1366,1274,1355,1518,1688,1857,1964,1936,414,890,1466
422,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
422,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
426,Total arrivals,1/,VF,209,312,313,290,308,302,295,287,329,304,304,357,300,293,344,426,398,423,433,1079,1082,1196,1137,1173,1142,..,279,..
426,Overnights visitors (tourists),,TF,87,134,144,150,186,..,..,..,..,..,..,347,292,285,320,414,397,317,320,..,..,..,..,..,..,..,..,..
426,Same-day visitors (excursionists),,,122,178,169,140,121,..,..,..,..,..,..,10,8,8,24,11,0.5,106,113,..,..,..,..,..,..,..,..,..
426,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
430,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
430,Overnights visitors (tourists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
430,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
430,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
434,Total arrivals,,VF,1832,1276,913,850,965,963,953,858,958,..,..,125,106,760,..,..,..,..,..,..,..,..,..,..,..,..,..,..
434,Overnights visitors (tourists),1/,TF,56,88,50,32,178,174,169,135,142,43,81,42,38,34,..,..,..,..,..,..,..,..,..,..,..,..,..,..
434,Same-day visitors (excursionists),,,1776,1188,863,818,787,789,784,723,816,..,..,84,68,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
434,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,84,68,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..
438,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
438,Overnights visitors (tourists),1/,TCE,59.4,56.2,57.1,59.2,59.5,61.6,56.5,48.7,49,48.5,49.8,54.9,72.8,72.9,66.5,64.3,67,62.4,59.6,61.3,56.7,69.1,79.3,85.3,98.1,58.4,70.8,100.8
438,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
438,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
440,Total arrivals,,VF,2600,3497,3702,4287,4454,4092,4195,3999,3635,..,..,..,4251,4459,4001,4073,4504,4979,5264,5217,5048,5322,5590,6115,6150,2284,2096,4725
440,Overnights visitors (tourists),,TF,650,832,1012,1416,1422,1083,1271,1428,1491,1800,2000,2180,1486,1611,1341,1507,1775,1900,2012,2063,2071,2296,2523,2825,2875,937,948,2169
440,Same-day visitors (excursionists),,,1950,2665,2690,2871,3032,3009,2924,2571,2144,..,..,..,2765,2848,2660,2566,2729,3079,3252,3155,2977,3026,3067,3290,3275,1348,1148,2556
440,of which cruise passengers,,,..,..,..,..,4,5,6,8,9,14,24,25,37,32,34,35,22,27,33,58,60,64,75,..,..,..,..,..
442,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
442,Overnights visitors (tourists),1/,TCE,768,724,778,789,863,852,836,885,867,878,913,908,914,877,847,805,874,950,945,1038,1090,1054,1046,1018,1041,525,615,1013
442,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
442,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
446,Total arrivals,,VF,7752,8151,7000,6949,7444,9162,10279,11531,11888,16673,18711,21998,27003,22933,21753,24965,28002,28082,29325,31526,30715,30950,32611,35804,39406,5897,7706,5700
446,Overnights visitors (tourists),,TF,4202,4690,3836,4517,5050,5197,5842,6565,6309,8324,9014,10683,12945,10610,10402,11926,12925,13577,14268,14566,14308,15704,17255,18493,18633,2822,3697,2484
446,Same-day visitors (excursionists),,,3550,3461,3164,2432,2394,3965,4437,4966,5579,8349,9697,11315,14058,12323,11351,13040,15077,14505,15056,16960,16407,15247,15356,17311,20773,3075,4009,3216
446,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
450,Total arrivals,,VF,115,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,282,333,285,360,486,87,8,..
450,Overnights visitors (tourists),1/,TF,75,83,101,121,138,160,170,62,139,229,277,312,344,375,163,196,225,256,196,222,244,293,255,291,384,68,8,..
450,Same-day visitors (excursionists),,,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,40,30,69,102,19,..,..
450,of which cruise passengers,,,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38,40,30,69,102,19,..,..
454,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
454,Overnights visitors (tourists),1/,TF,192,194,207,220,254,228,266,383,424,427,438,638,735,742,755,746,767,770,795,819,805,849,837,871,978,199,432,..
454,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
454,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
458,Total arrivals,,VF,14885,14084,12591,10886,13910,17213,22995,20756,16293,24432,24209,25298,28325,25321,31509,..,..,..,..,..,..,..,..,..,35046,6102,399,19016
458,Overnights visitors (tourists),1/,TF,7469,7138,6211,5551,7931,10222,12775,13292,10577,15703,16431,17547,20973,22052,23646,24577,24714,25033,25715,27437,25721,26757,25948,25832,26101,4333,135,10071
458,Same-day visitors (excursionists),,,7416,6946,6380,5335,5979,6991,10219,7464,5716,8729,7778,7751,7352,3269,7863,..,..,..,..,..,..,..,..,..,8945,1769,265,8945
458,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
462,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
462,Overnights visitors (tourists),1/,TF,315,339,366,396,430,467,461,485,564,617,395,602,676,683,656,792,931,958,1125,1205,1234,1286,1390,1484,1703,555,1322,1675
462,Same-day visitors (excursionists),,,..,..,..,..,..,7,5,3,4,4,4,3,6,2,3,0.5,0.2,9,2,..,..,..,..,..,..,..,..,..
462,of which cruise passengers,,,..,..,..,..,..,7,5,3,4,4,4,3,6,2,3,0.5,0.2,9,2,..,..,..,..,..,..,..,..,..
466,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
466,Overnights visitors (tourists),1/,TF,42,98,75,83,82,86,89,96,110,113,143,153,164,190,160,169,160,134,142,168,159,173,193,203,217,75,168,..
466,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
466,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
470,Total arrivals,1/,VF,1193,1123,1238,1326,1402,1387,1439,1483,1512,1428,1484,1521,1723,1832,1608,1815,1916,2007,2013,2162,2383,2592,2944,3232,3519,718,1110,2776
470,Overnights visitors (tourists),1/,TF,1116,1054,1111,1182,1214,1216,1180,1134,1127,1156,1171,1124,1244,1291,1182,1339,1415,1443,1582,1690,1783,1966,2274,2599,2753,659,968,2287
470,Same-day visitors (excursionists),,,77,69,127,144,188,171,259,349,385,272,314,397,479,542,426,476,501,563,431,472,600,626,670,633,766,59,142,490
470,of which cruise passengers,,,77,69,127,144,188,171,259,349,385,272,314,397,479,542,426,476,501,563,431,472,600,626,670,633,766,59,142,490
584,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.5,7.9,..,..,2,..,..
584,Overnights visitors (tourists),1/,TF,5.5,6.2,6.4,6.4,4.6,5.2,5.4,6,7.2,9,9.2,5.8,7.2,6,5.4,4.6,4.6,4.6,..,4.9,6.3,5.4,6,6.8,6.1,1.2,0.04,..
584,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,1.9,..,..,0.8,..,..
584,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.1,1.9,..,..,..,..,..
474,Total arrivals,,VF,885,885,900,964,903,816,663,654,722,630,577,599,573,568,511,553,538,603,622,696,762,842,1003,1002,919,524,312,661
474,Overnights visitors (tourists),,TF,457,477,513,549,564,526,460,447,453,471,484,503,501,481,442,478,497,488,490,490,487,519,536,537,556,312,291,556
474,Same-day visitors (excursionists),,,428,408,387,415,339,290,203,207,269,159,93,96,72,87,70,75,41,115,133,206,274,323,467,465,363,211,21,105
474,of which cruise passengers,,,428,408,387,415,339,290,203,207,269,159,93,96,72,87,70,75,41,92,104,178,242,281,406,393,285,170,..,75
478,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
478,Overnights visitors (tourists),,TF,..,..,..,..,24,30,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
478,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
478,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
480,Total arrivals,,VF,437,509,558,579,600,678,675,709,721,739,782,807,933,970,890,956,983,984,1015,1065,1174,1307,1371,1431,1418,316,180,1003
480,Overnights visitors (tourists),,TF,422,487,536,558,578,656,660,682,702,719,761,788,907,930,871,935,965,965,993,1038,1151,1275,1342,1399,1383,309,180,997
480,Same-day visitors (excursionists),,,15,22,22,21,22,22,14,28,19,20,21,18,26,40,19,22,18,19,22,27,23,32,30,32,35,7,1,6
480,of which cruise passengers,,,6,12,13,13,11,11,6,18,9,9,9,8,9,13,14,9,6,6,9,13,7,11,7,9,13,1,..,2
484,Total arrivals,,VF,85446,90394,92915,95214,99869,105673,100718,100153,92330,99250,103146,97701,93582,92948,88044,81953,75732,76749,78100,81042,87129,94853,99349,96497,97406,51128,55301,65995
484,Overnights visitors (tourists),1/,TF,20241,21395,19351,19392,19043,20641,19810,19667,18665,20618,21915,21353,21606,22931,22346,23290,23403,23403,24151,29346,32093,35079,39291,41313,45024,24824,31860,38326
484,Same-day visitors (excursionists),2/,,65205,68999,73564,75822,80826,85032,80908,80487,73664,78632,81231,76348,71976,70017,65698,58664,52329,53346,53950,51696,55035,59774,60058,55184,52382,26845,23441,27669
484,of which cruise passengers,,,1697,2142,2253,2246,3048,3467,3805,5136,4974,6493,6707,6516,6943,6491,5701,6048,5289,5199,4555,5785,6115,6695,7681,8271,9095,2580,1754,7075
583,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
583,Overnights visitors (tourists),1/,TF,..,18,17,13,16,21,15,19,18,19,19,19,21,26,48,45,35,38,42,35,31,30,..,19,18,..,..,..
583,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
583,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
498,Total arrivals,1/,VF,32.8,28.9,21.2,19.9,14.1,19,15.7,20.2,23.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
498,Overnights visitors (tourists),1/ 2/,TCE,32,29,21,19,14,18,16,18,21,69,67,63,70,73,60,64,75,89,96,94,94,121,145,160,174,29,69,162
498,Same-day visitors (excursionists),,,1,0.1,..,0.5,0.3,0.8,0.2,2,3,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
498,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
492,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
492,Overnights visitors (tourists),,THS,233,226,259,278,278,300,270,263,235,250,286,313,328,324,265,279,295,292,328,329,331,336,355,347,363,159,218,327
492,Same-day visitors (excursionists),,,23,26,22,56,60,76,72,56,80,125,133,180,182,232,236,322,285,233,245,194,255,182,166,169,182,1,..,55
492,of which cruise passengers,,,23,26,22,56,60,76,72,56,80,125,133,180,182,232,236,322,285,233,245,194,255,182,166,169,182,1,..,55
496,Total arrivals,,VF,108,71,82,197,160,158,192,235,205,305,345,408,455,469,465,557,627,624,515,506,467,471,543,598,637,67,39,301
496,Overnights visitors (tourists),,TF,..,..,..,165,155,154,187,229,201,301,339,404,452,446,412,456,460,476,418,393,386,404,469,529,577,59,33,286
496,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
